,subjID,duration,block,slope,intercept
0,243745,250,1,0.2681343753536372,0.017893455870704678
1,243745,500,1,0.3632546922068688,0.06396821913168016
2,243745,750,1,0.33497848477071934,0.019472022505683473
3,243745,1000,1,0.33444814688278707,0.3218531276801686
4,243745,250,2,0.26044982685484885,0.1722455028992238
5,243745,500,2,0.2445767135938377,0.049833370759342244
6,243745,750,2,0.2209106386941436,0.2561124534262671
7,243745,1000,2,0.42404828910438047,-0.30927034778392604
8,243745,250,3,0.29488928539380627,0.11081727029104937
9,243745,500,3,0.48528079326915596,-0.30187883508595426
10,243745,750,3,0.3037856473041071,0.035826439663168674
11,243745,1000,3,0.4383852281284695,-0.2835954291056356
12,243745,250,4,0.2387778852384971,0.10751337486857482
13,243745,500,4,0.32058389037293794,-0.004185001410297873
14,243745,750,4,0.2943901381556812,0.10120733531436499
15,243745,1000,4,0.42448251214241806,-0.21709708515401682
16,563901,250,1,0.2508519138301759,0.12247960929046164
17,563901,500,1,0.1780118785011464,0.12788103033484677
18,563901,750,1,0.11692903051165424,0.370656208127358
19,563901,1000,1,0.2777211192263267,-0.038818127275361713
20,563901,250,2,0.0987552313820199,0.5497720773817085
21,563901,500,2,0.365628430068362,-0.12344630660317757
22,563901,750,2,0.3289241158331243,7.007758864141511e-05
23,563901,1000,2,0.224540577425073,0.41559287289084523
24,563901,250,3,0.22595026324583836,0.2937198238318761
25,563901,500,3,0.35328132923825845,0.007820713268987811
26,563901,750,3,0.4276425369121323,-0.2340774019891867
27,563901,1000,3,0.3035867376481828,-0.006680119111394545
28,563901,250,4,0.3770433468991866,0.22473424864044023
29,563901,500,4,0.39073656018038294,0.07341646125961443
30,563901,750,4,0.2494260932290798,0.3343399499378593
31,563901,1000,4,0.4854914315430036,-0.16357303963816539
32,846649,250,1,0.12559522617469826,0.5212914546977918
33,846649,500,1,0.0545145063880169,0.7431164168538342
34,846649,750,1,0.008480785905123772,0.9485596355953403
35,846649,1000,1,0.12121763854328922,0.5216757589302812
36,846649,250,2,0.08676781784608753,0.7987636059879185
37,846649,500,2,0.09930128365589035,0.6970909499142814
38,846649,750,2,0.052316169545925,0.8068586331051689
39,846649,1000,2,0.02528412866129425,1.0507805323586616
40,846649,250,3,0.09784205716812383,0.7266593270567909
41,846649,500,3,0.04311491338299673,0.8278805672278895
42,846649,750,3,0.15306871535673472,0.6855172972925248
43,846649,1000,3,-0.024885333055235194,1.1556094125299297
44,846649,250,4,0.10595906516191009,0.6821329312213464
45,846649,500,4,0.06155756966824327,0.6294019727154334
46,846649,750,4,0.15557680414467834,0.5413794931362337
47,846649,1000,4,0.11248320565009788,0.8257154209609958
48,319259,250,1,0.38015158199377347,-0.1133066769964095
49,319259,500,1,0.587667318000992,-0.4747761262194514
50,319259,750,1,0.4546554783607612,-0.12472187929326584
51,319259,1000,1,0.323909084311466,0.020766187978604966
52,319259,250,2,0.2850983238490988,-0.03260826659482141
53,319259,500,2,0.18413191782202074,0.284857167319699
54,319259,750,2,0.36142222117019357,-0.20277852158381804
55,319259,1000,2,0.3290273736928188,0.0007164471471013956
56,319259,250,3,0.3025655065644416,0.025830119215867198
57,319259,500,3,0.28848843059997686,-0.0031196113133600267
58,319259,750,3,0.2783832695665218,0.2538850569337193
59,319259,1000,3,0.5304182545147477,-0.6141422333185225
60,319259,250,4,0.24715227076252058,0.11738316131484106
61,319259,500,4,0.0256340611489448,1.04026186301587
62,319259,750,4,0.12742339247490764,0.7128608939116765
63,319259,1000,4,0.25428725531452384,0.20064126641627322
64,832052,250,1,0.11975014126827592,0.7034099705330432
65,832052,500,1,0.3312077644187564,0.03930507274127526
66,832052,750,1,0.32660196539454217,0.09848500614143396
67,832052,1000,1,0.3217923722569412,0.04893566580239206
68,832052,250,2,0.21987523219541347,0.2509213408214983
69,832052,500,2,0.13396468118073915,0.5353596155209709
70,832052,750,2,0.3265041485368356,0.07432512214415277
71,832052,1000,2,0.2890522899527758,0.12171274994370695
72,832052,250,3,0.15602238771178026,0.5013043967219212
73,832052,500,3,0.2463614208457772,0.19576468827674054
74,832052,750,3,0.3507026414916537,-0.03001763417199499
75,832052,1000,3,0.34648231893264636,-0.06844160370433439
76,832052,250,4,0.11068589091362012,0.5303942644630915
77,832052,500,4,0.2809842156301334,0.22268834882242927
78,832052,750,4,0.246002799576593,0.39344706890402026
79,832052,1000,4,0.1961639340162921,0.31224573614403917
80,710719,250,1,0.45501336921603863,-0.22520017941046722
81,710719,500,1,0.5583427470355843,-0.5073331733347033
82,710719,750,1,0.5648880751721743,-0.6042108461863511
83,710719,1000,1,0.49872231004149636,-0.6339122242428231
84,710719,250,2,0.39601709382320177,-0.23149229674055216
85,710719,500,2,0.21654017139438428,0.1174975842156124
86,710719,750,2,0.5619062470340638,-0.6169598791287652
87,710719,1000,2,0.5487473574341487,-0.5664430672770482
88,710719,250,3,0.45267137545778907,-0.447840029326106
89,710719,500,3,0.38273284007012925,-0.2573651047224288
90,710719,750,3,0.5235709452579402,-0.544103655459037
91,710719,1000,3,0.2816701965436653,0.027962378219042905
92,710719,250,4,0.23647111337588014,0.24707334428864802
93,710719,500,4,0.6140371891606745,-0.7269529493596683
94,710719,750,4,0.41151391614405664,-0.3429691956647152
95,710719,1000,4,0.4543574040120269,-0.35562112837990245
96,544758,250,1,0.10285706498081025,0.49996843626863563
97,544758,500,1,0.31216936627510083,-0.026759696723803295
98,544758,750,1,0.12911286089605567,0.5179481197250464
99,544758,1000,1,0.2330659338686678,0.2733707693858781
100,544758,250,2,0.11893083722901071,0.6457094325295758
101,544758,500,2,0.14856553170770118,0.4107646930848079
102,544758,750,2,0.1044729044107473,0.651231130587745
103,544758,1000,2,0.2018809714529918,0.40404860551654376
104,544758,250,3,0.256278597946505,0.2213967847995072
105,544758,500,3,0.1492406310087233,0.581270893973728
106,544758,750,3,0.2069622708858727,0.5221875406284796
107,544758,1000,3,0.04171395192792455,0.8210054530109785
108,544758,250,4,0.22353333510535825,0.3478100673997121
109,544758,500,4,0.2425720449663033,0.356504215916688
110,544758,750,4,0.30585983985269605,0.10789988247953675
111,544758,1000,4,0.2914203658366717,0.33731332141356174
112,796561,250,1,-0.008862717215111377,0.909756153953694
113,796561,500,1,0.09269542636056598,0.6779028335453767
114,796561,750,1,0.1410686013845577,0.5512265357547239
115,796561,1000,1,0.262423791863576,0.28773642368728425
116,796561,250,2,0.0723771508946929,0.8229058908511745
117,796561,500,2,0.160401186997963,0.4246293121674153
118,796561,750,2,0.06406986021608495,0.7584725346884543
119,796561,1000,2,-0.0017536724339706363,1.172092067908037
120,796561,250,3,0.099077917775756,0.7198274913087057
121,796561,500,3,0.005573264918379753,0.8520509771437086
122,796561,750,3,-0.10122595041121915,1.254943780620798
123,796561,1000,3,0.1267915462155554,0.6702486477464171
124,796561,250,4,0.0005093485800713604,1.0371906467946537
125,796561,500,4,0.06371153713224376,0.8487037480392239
126,796561,750,4,0.1253879757130458,0.7223958232838419
127,796561,1000,4,0.09230531147183488,0.726043311796142
128,615398,250,1,0.28331500793778175,-0.17574562185580245
129,615398,500,1,0.4936617088206358,-0.5842516931095163
130,615398,750,1,0.38819311235754367,-0.4683146854756166
131,615398,1000,1,0.266383873884054,-0.27761649129448907
132,615398,250,2,0.2280318759056916,0.35700519105226136
133,615398,500,2,0.3503772497871448,-0.11152102833156352
134,615398,750,2,0.5265983547484149,-0.5218042988737341
135,615398,1000,2,0.3685489159885017,-0.2358610600996892
136,615398,250,3,0.4120542067016685,-0.10010337230249577
137,615398,500,3,0.36637923378645604,0.11911208732716516
138,615398,750,3,0.290035864326041,0.2479923767517268
139,615398,1000,3,0.3524758510449444,0.04264914124415675
140,615398,250,4,0.5054950133030911,-0.2784421395514547
141,615398,500,4,0.3223392611601341,0.16870219697837463
142,615398,750,4,0.5392318712407623,-0.48316143755780283
143,615398,1000,4,0.5803907902946939,-0.5270862068121314
144,424887,250,1,0.1578286502912721,0.5505136231810094
145,424887,500,1,0.4033654147485303,-0.15259724766514915
146,424887,750,1,0.4112725367407171,-0.16773264790687104
147,424887,1000,1,0.5214811745197185,-0.42893795313612393
148,424887,250,2,0.25040234294355407,0.14600982759370673
149,424887,500,2,0.24723416118256827,0.196035455928679
150,424887,750,2,0.3713399976047181,-0.002644746936980802
151,424887,1000,2,0.30354909391246515,0.10254943519357018
152,424887,250,3,0.2271751980574808,0.16498598807300413
153,424887,500,3,0.31765300697887566,0.033586995739664394
154,424887,750,3,0.38767141760683793,-0.178663734134353
155,424887,1000,3,0.3801890114635264,-0.13077100101435368
156,424887,250,4,0.32952855453947716,-0.05210857772770561
157,424887,500,4,0.2560192079802403,0.21343514246074258
158,424887,750,4,0.33236134416637264,0.10263724964797372
159,424887,1000,4,0.2962141197589852,-0.13193174752543801
160,504100,250,1,0.08355123875274204,0.5247136653111908
161,504100,500,1,0.24360219648597575,0.2582086734219414
162,504100,750,1,0.25538865271536726,0.15902549179395276
163,504100,1000,1,0.4507320451032419,-0.40963380854107023
164,504100,250,2,0.2464693155924993,0.016573621571147723
165,504100,500,2,0.31617251576375477,-0.08836969110583792
166,504100,750,2,0.39134727246591106,-0.22560826433887904
167,504100,1000,2,0.4100964545993306,-0.2243042077402011
168,504100,250,3,0.17254310238939255,0.29027321679180085
169,504100,500,3,0.3519567778476874,0.07469477000234948
170,504100,750,3,0.3899709922024596,-0.1979255421762629
171,504100,1000,3,0.4750985830283275,-0.170590535540591
172,504100,250,4,0.38331373800401286,-0.048702640897277494
173,504100,500,4,0.26696389046681884,0.5191273162961896
174,504100,750,4,0.35033076581599587,0.00289161506719382
175,504100,1000,4,0.43669042270085323,-0.06158241937334963
176,181267,250,1,0.22430677754886053,0.1687033322445206
177,181267,500,1,0.3862580837240208,-0.18428628967886973
178,181267,750,1,0.3974965729323449,-0.25015176236143255
179,181267,1000,1,0.3787697740711376,-0.14415535527990242
180,181267,250,2,0.3033680154947462,-0.0914663872223529
181,181267,500,2,0.5053217521726798,-0.3343273125476587
