,subjID,gender,duration,zs_slope,raw_slope
100,645304,Woman,250,0.571344956558315,0.6251295073907782
101,273125,Woman,250,0.05524018877210375,0.0785946310203157
102,476113,Man,250,0.6468866557262261,1.3307553755227157
103,996244,Woman,125,0.5807650898079321,0.4582344259218218
104,343481,Man,250,0.508814237005877,3.4304343711196714
105,254639,Man,1000,0.3626368930365684,0.41725658829366796
106,939289,Woman,1000,0.03519218335969329,0.023689803576321052
107,452742,Woman,250,0.6999481256168056,0.5421222597510758
108,164641,Woman,125,0.6466091592485896,0.7878606588576197
109,645596,Woman,1000,0.28134355425998775,0.1393075030649047
110,783411,Woman,1000,0.41090434701777706,0.18813084253437926
111,318941,Woman,1000,0.5277645559572423,1.2945746105598022
112,159726,Man,125,0.6935487970895792,0.6290568566771052
113,771837,Man,250,0.705466173903786,0.6375495192920166
114,595982,Man,1000,0.58054127890816,2.5502297516985024
115,161929,Man,250,0.699835621331513,0.33070621886626345
116,749493,Woman,250,0.7315323856977427,0.7471663177553918
117,507787,Woman,1000,0.7359925048846666,0.640957715969236
118,524614,Woman,125,0.13968451571905924,1.8587235353002602
119,738672,Man,1000,0.7630343164436939,0.912628819542518
120,369799,Woman,1000,0.5451773248545211,0.21680942166112752
121,468789,Man,1000,0.7129646233718621,0.9669388239924451
122,666266,Woman,125,0.5862381154471823,0.4190838404601981
123,963837,Man,250,0.7003542559750237,0.43851101601528036
124,999948,Man,1000,0.20035423405352226,0.7325474969257245
125,457061,Woman,250,-0.05868974818495361,-6.021689209581214
126,467363,Woman,125,0.6077506364530725,0.4543432701195433
127,208096,Man,1000,0.40975812483221047,0.6838458737491133
128,284099,Man,1000,0.4966553677197438,0.28187492447353724
129,540886,Man,250,0.7118551025707391,0.9129062382530254
130,140433,Man,250,0.6952022138257204,0.5270274957638108
131,455617,Woman,250,0.17125563875187555,0.34202577451317284
132,487132,Woman,250,0.6800938560381534,0.3442027844277811
133,420492,Woman,250,0.22337215890163842,0.10421803225207517
134,148431,Woman,1000,0.5823375518202999,0.34427841418628696
135,699454,Man,1000,0.725067093363388,1.0104904949497293
136,393442,Woman,250,0.7330571092928254,0.9919921218016866
137,421425,Woman,250,0.6501268473909222,0.6764799709592363
138,526603,Man,1000,-0.09765017037518452,-0.04351814952286162
139,772911,Woman,1000,0.7507131048419051,0.7375153745078
140,950018,Man,125,0.6499832988490968,0.25108374877391776
141,685556,Man,125,0.3961334085957694,0.5643437088217591
142,701762,Man,125,0.5741970480318626,0.3731037733771993
143,273184,Man,1000,0.6349982952216733,0.4248060051485126
144,831052,Man,250,0.7336002847456805,0.746312191380102
145,799376,Woman,250,0.14057239370338798,0.02898996609402043
146,852146,Man,125,0.5135458956049463,0.47608364316244256
147,497238,Woman,1000,0.6051779643514149,0.5786079382983674
148,975399,Man,1000,0.40397223402694815,0.18889684978275748
149,768943,Man,125,0.6790937046647284,0.5080352225832422
150,316277,Woman,1000,0.18687843609416943,0.4363467125729896
151,174966,Man,125,-0.01013605758685086,-0.01883140827246122
152,163970,Woman,1000,0.5958422365182161,0.6389781299592822
153,477954,Man,125,0.693226304872298,0.4606199912796072
154,617145,Man,250,0.08199534904906186,0.03521739723667758
155,270708,Man,1000,0.34700235129219553,0.7594219566720163
156,181744,Man,125,0.43071029929210247,0.48646669120284114
157,901241,Man,250,0.6969040514475416,1.1710873552603696
158,242858,Man,1000,0.7842651582113433,0.9763809506530663
159,816125,Woman,250,0.16997477143551395,0.1857069212036311
160,233432,Woman,250,0.2705909394686794,0.49033437647083605
161,100413,Man,1000,0.6728693197660799,0.5834013849736834
162,117386,Woman,250,0.06772123769866127,0.8535622762414135
163,169393,Man,250,0.7445918297428673,1.12809219944818
164,791774,Woman,1000,0.1996327125179223,0.0841679320741562
165,789991,Man,250,0.13918634180249548,0.10321506737656687
166,916587,Man,1000,0.07854708243160902,0.08625313424719776
167,885691,Man,1000,0.8014504013877342,0.6084566122092309
168,746535,Man,250,0.683791470602226,0.4648753901646972
169,272000,Man,125,0.6223444231627856,0.6588308395806884
170,112343,Man,125,0.6802587474049241,0.42559024162724435
171,436991,Woman,125,0.06780769184273185,0.41892316891207687
172,357674,Woman,125,0.2913538985767849,0.12386836553473268
173,952014,Man,1000,0.7073222890374155,0.920905162445195
174,556086,Woman,1000,0.5358210128950194,1.0691032368996813
175,262362,Woman,1000,0.734621656786429,0.5231928141530151
176,315058,Woman,125,0.6631347658897557,0.9650554358959881
177,912877,Woman,125,0.3054757145586549,0.4544241795725046
178,524214,Woman,250,0.6453425619648445,0.29707736811402385
179,349357,Man,1000,0.6733801598799216,0.4183350594768259
180,433557,Woman,1000,-0.046010280579791334,-0.036740997543430416
181,119299,Man,125,0.648602918567428,0.3024499366108923
182,935908,Man,1000,0.7563393365804221,0.371979166379042
183,140264,Man,125,0.5939306313624999,0.3456438585632535
184,235277,Man,1000,0.2703602698277288,7.561638757058143
185,348412,Woman,250,-0.03832922931275117,-0.049386817917030035
186,511491,Woman,125,0.5246920006559557,0.8628881631452153
187,836332,Woman,125,0.6635857336511468,0.6378154710529162
188,148823,Woman,250,0.7129074256983801,1.0775730328576176
189,687918,Woman,250,0.6714046990818178,0.719476350898073
190,525452,Woman,125,0.6219815220408422,0.3295695430439035
191,651003,Man,250,0.7229743434166963,0.6557990259440091
192,551274,Man,125,0.5884510673525397,0.26582987644212636
193,165862,Woman,250,0.0416389085951762,0.060821769133447105
194,222568,Woman,125,0.3960342388072489,0.35032554993169884
195,110620,Man,125,0.5507436616727104,0.567479188721276
196,745763,Woman,125,0.26507574511307885,0.15378796088441035
197,173362,Woman,125,0.3192402513696407,2.6748031936863685
198,175150,Man,250,0.7721317142687099,0.9323148265527804
199,254724,Woman,125,0.5841754469750741,1.0049656221763645
200,614634,Woman,1000,0.7614260750575872,0.4172467314565557
201,139519,Woman,125,0.18123467766854567,0.2444121892181517
202,128077,Woman,250,0.5168432406744358,1.2116117142275598
203,169549,Man,1000,0.45682225204441285,1.370070046576026
204,535559,Man,250,0.7491386181198364,0.5761038261805025
205,742095,Man,125,0.6489732843710857,0.29774448367627543
206,824172,Man,1000,0.2875233088505044,0.11168909551467261
207,316003,Man,250,0.6804680581850495,0.6142281327339323
208,998271,Man,125,0.683196556143494,0.4259707910707423
209,106816,Woman,1000,0.49036958208015285,1.4965979936814806
210,167368,Woman,250,0.20026405729436658,0.25455148587145954
211,200140,Man,250,0.614684335272267,0.3646125225543161
212,122388,Woman,250,0.7715114157716787,0.47280413334553034
213,170213,Woman,125,0.5821447957344507,0.3709279654916913
214,258888,Man,250,0.39074163537105616,0.19302016504031672
215,404045,Woman,1000,0.5964992744915223,0.7047442281810159
216,794028,Woman,250,0.12691612604512145,0.16656972179132903
217,920142,Man,1000,0.5831691577328063,3.504784205100016
218,309304,Woman,1000,0.6981950515595851,0.42548344573257313
219,941180,Woman,1000,0.5644692222379867,0.21798091615133927
220,791313,Woman,125,0.514202956954603,0.43448529123370805
221,152479,Woman,125,0.35054518908008975,0.5066432659996394
222,579384,Woman,250,0.6281090059311263,0.658831548763526
223,998924,Man,250,0.6481335950694624,0.4424660545027674
224,834029,Man,250,0.6524652066966333,0.7182012199080071
225,601933,Man,250,0.6381865839523615,0.4990173035548623
226,780015,Man,1000,-0.05591483302583735,-0.04915054972937149
227,719580,Man,1000,0.7085888647563168,0.7522547911662195
228,867654,Woman,250,0.4533944754469011,0.1710002037630747
229,535394,Man,250,0.6565914060436975,0.6200600480994456
230,353390,Man,250,0.49835914358498257,0.22025567430347714
231,705040,Man,250,0.7022595669206337,0.43992881158874186
232,395277,Woman,1000,0.5269267164540391,0.22738410502810086
233,264704,Man,250,0.42445900328833847,4.7744730137113125
234,688959,Woman,125,0.5136599404995579,0.3037426055563821
235,731193,Woman,250,0.42183616715228434,0.7014453550903943
236,939017,Man,1000,0.7628758101450939,1.411159604879636
237,372273,Man,250,0.2828352495456606,0.13419038903972955
238,792964,Woman,250,-0.14337179550474557,-0.06398549097761592
239,624957,Man,1000,0.7537296797894496,0.6221321106096747
240,444850,Man,125,0.5425312049351051,0.5483902321596595
241,577833,Man,125,0.6947204037059593,0.25672942149670214
242,609937,Man,125,0.3733535887098279,2.203564110302559
243,705085,Man,250,0.7645462833602603,0.9229809757888353
244,463515,Woman,250,0.39317217040740193,0.19782459784102926
245,591707,Man,125,0.5425782862160006,0.2748649766000658
246,730031,Man,125,0.6299856957822975,0.4046587654280305
247,945021,Woman,1000,0.7469322800316389,0.7112890553048571
248,387949,Man,250,0.7493141521655204,0.9295509894733568
249,255144,Woman,250,0.3015672486026917,0.41699815604346474
250,418362,Woman,1000,0.802250884652478,0.9971569386123112
251,957163,Man,1000,0.693296192023989,0.9882502173191838
252,192889,Man,125,0.4479571643585378,0.19229841232884098
253,617019,Man,250,0.6638999468255714,0.4677349611073835
254,201434,Man,250,0.5431705744331033,0.24206487618609568
255,254427,Man,1000,0.6874903748524871,0.6444688884947939
256,467485,Man,250,0.5482894073250273,0.45413387076027134
257,975880,Woman,1000,0.2346230350885062,0.20285090062814173
258,623005,Man,125,0.1920608503627531,0.23293164908577405
259,314409,Man,1000,0.7293837396401246,0.8362974790849333
260,532442,Woman,125,0.7146799460463893,0.42607466270327476
261,613671,Woman,1000,0.7146023779183468,0.6890936253388398
262,163803,Man,125,0.45913138219982497,5.614458692363538
263,747439,Man,1000,-0.4430395823384946,-2.0153868051574833
264,954862,Woman,1000,0.5291984272691668,0.1898261030399694
265,977705,Woman,125,0.6019853349272903,0.4456482055558353
266,992557,Woman,250,0.7472304654950299,0.4147739538637134
267,186345,Woman,250,0.3661167553668751,0.5352763618476414
268,303730,Woman,250,0.46594775718925735,0.21332477812082468
269,290930,Man,250,0.6903273693255934,0.8955435039192436
270,387128,Man,125,0.0577966119693605,0.2886592600767855
271,276028,Man,125,0.6538549091780401,0.920444691848111
272,276191,Woman,1000,0.47938361858070777,0.18463205284336473
273,285682,Woman,1000,0.7543755422447942,0.6113114352308926
274,133305,Woman,1000,0.7912167871431643,0.811895506088012
275,832487,Woman,125,0.5500691094918259,5.697790001508412
276,680693,Man,125,0.6823632569257158,0.3553003311744933
277,557139,Woman,1000,0.5395902946786979,0.2379783110083426
278,390494,Man,250,0.7382620627390188,0.4736037862502107
279,476246,Woman,1000,0.7589138767491092,0.6241302358981603
280,692331,Man,125,0.6348176366950294,0.7992633226648433
281,952931,Man,250,0.5591305602875168,0.2754771185294313
282,337468,Woman,250,0.2769722782740094,0.6707020364707724
283,288106,Man,125,0.47856001101066825,0.39281980149752305
284,133074,Woman,1000,0.33653515040371906,0.17193167864064884
285,636715,Man,1000,0.7575015627944197,0.858073966782337
286,821848,Man,1000,0.7991018820404238,0.9278125222642852
287,807165,Man,250,0.6624620534198843,0.35889004084890447
288,723939,Man,1000,0.22526918383931807,0.6231707442537069
289,564366,Woman,125,0.285458648412425,0.09930783051668647
290,391366,Man,1000,0.7631308597021079,0.8388570246513158
291,124747,Woman,250,0.659443841287437,0.3294147233172841
292,542545,Man,250,0.69111063673446,0.34266702531870086
293,559550,Woman,125,0.626737700303673,0.33383277115214527
294,240861,Man,125,0.5715150361891159,0.29794056652399764
295,835457,Man,1000,0.7087689766471569,0.7512053303181723
296,478211,Man,125,0.5957910007564675,0.5707415363335019
297,832128,Man,1000,0.5258118724345863,0.23703994839534456
298,127930,Woman,250,0.09434203581104944,2.390104844429325
299,910402,Man,250,0.6677372935847453,0.36574264287200264
300,654696,Woman,1000,0.7173699577320723,0.427532044230985
301,216496,Woman,250,0.6685639722137736,0.3839315486734127
302,711683,Woman,125,0.3445098499396032,0.09054942532068488
303,583164,Woman,1000,0.7535289766456651,0.9948279546724574
304,795170,Woman,1000,0.7651889119616271,0.5537359925155193
305,550865,Man,250,0.5661160919646109,0.21409503575075192
306,215737,Man,250,0.06020288159918822,0.13398120958131973
307,626414,Man,250,0.5862232965764183,1.2426397155429485
308,549496,Woman,250,0.7467453466669868,1.6257023672393769
309,531629,Man,1000,0.7851058599761621,0.8727397025632231
310,821343,Woman,250,0.6528081236223385,0.4399263319929344
311,718026,Woman,1000,0.2553012812609657,0.12477161118617229
312,893709,Woman,250,0.6273920639653099,0.5169847370285594
313,218627,Woman,1000,0.2619127293847476,0.32925139224688627
314,368455,Woman,125,0.43680275133623486,0.21421069121720815
315,334008,Man,250,-0.003519194318506079,-0.05751099712409775
316,290567,Woman,1000,0.318841746357275,0.1345259745354681
317,388779,Man,1000,0.1938725631986132,0.05887342992931406
318,340061,Woman,250,0.14738251809105277,0.2158690184671406
319,674659,Man,250,0.32614226147980163,0.11623327895657178
320,753290,Man,125,0.6108419999374354,0.3089866936148324
321,823453,Man,1000,0.6880333006852806,1.3435108293440299
322,339164,Woman,250,0.3360691435684574,3.0991690389304543
323,825814,Man,125,0.04184519215799683,0.024356338614674244
324,325753,Man,250,0.6484842172584716,1.0142358138032714
325,686833,Man,250,0.7182471866255663,0.719363740936633
326,960695,Woman,1000,0.6243719290107114,0.4278022953844167
327,565053,Man,1000,0.40812274533660997,0.25203552440885635
328,580746,Man,125,0.27583669006928696,0.6248218210487593
329,577264,Woman,1000,0.18975810357446007,0.1660778558809022
330,987921,Woman,125,0.38883332854508545,0.5398408223696536
331,321432,Woman,250,0.6940581330380386,1.1476285003069693
332,749139,Man,250,0.7320163087502527,0.6680194815329077
333,320163,Man,125,0.37108933209615613,0.4483550467394566
334,695213,Woman,125,0.537873299474661,1.1896097504266878
335,844666,Woman,250,0.3990727581958749,0.1645613212749626
336,562953,Man,1000,0.793689695992551,0.6530503558820149
337,862035,Woman,250,0.7219636714781905,0.39604397659772245
338,645407,Man,250,0.12290424070427047,0.12221215314093228
339,558829,Woman,250,0.7902071876800655,0.9124625620102395
340,449930,Woman,125,0.7109436780710549,0.6676206302823249
341,622431,Man,1000,0.7691854753046967,0.5845900382722012
342,851484,Man,125,0.6781313184608923,0.4666264169419764
343,779285,Woman,1000,0.4736425278455105,0.9107591599334045
344,215322,Man,250,-0.020439202359207997,-0.6675876411775217
345,119263,Man,1000,0.7859760780195185,0.6901437065674965
346,273030,Man,250,0.6829942709494448,0.5893744992958042
347,859627,Woman,125,0.06494139539715325,0.4267485318877637
348,102409,Man,125,0.692271513994239,0.3630502947183795
349,868605,Woman,125,0.5685749596159213,0.308063443288416
350,734116,Woman,250,0.6397927357114441,0.6648388179898074
351,209931,Man,250,0.5979841314678437,0.5713184112803488
352,852736,Man,250,0.5592014750008192,1.343883921095334
353,636815,Man,1000,0.387108046365153,0.9882672883179855
354,344034,Woman,125,0.554567038507999,0.4212461675298183
355,709749,Woman,125,0.3170609583827138,0.10127737518242429
356,442112,Woman,1000,0.7072417271404654,0.8117950459544171
357,664589,Man,1000,0.7821413125664414,1.0531118027563795
358,315674,Woman,125,0.3744978848664608,0.13721579805761494
359,361293,Woman,250,0.6636733215997588,0.5886314478116066
360,756430,Woman,250,0.3786527552279988,0.7789352771687277
361,511757,Man,125,0.6757607990551129,0.6331084802380544
362,802331,Man,1000,0.8009999907665054,0.6368197795016695
363,751099,Man,125,0.7029125970856384,0.7080875598735034
364,210230,Woman,1000,0.8089656745951483,0.8947353005590334
365,850602,Woman,125,0.7241328313982504,0.6331506694739722
366,789514,Man,125,0.36376601455661284,1.3241412539045856
367,286959,Woman,125,0.6435558669791236,0.6154068066211311
368,961832,Woman,250,0.7597096820269758,1.0330937363458306
369,710702,Man,250,0.3185385117718691,0.1464363842915494
370,237101,Man,250,0.7381088418543598,0.9967767976038264
371,230527,Woman,250,0.6741614218843246,0.7074703634163222
372,541690,Woman,250,0.6793263706926538,0.7667412849657799
373,666530,Man,1000,0.06123730859150075,0.06057278887946641
374,116060,Woman,1000,0.6538985064161007,0.3957605090418181
375,860430,Man,1000,0.3302672933148178,0.15441675635190555
376,676503,Woman,1000,0.8014424734349238,0.6575321561550957
377,692818,Man,125,0.1934985578584239,0.08507168725845489
378,181626,Woman,125,0.4242395973154327,0.29822950520926295
379,443302,Man,125,0.6636792484921913,0.6381847861458684
380,894122,Woman,1000,0.747355861666441,0.7083241226331808
381,656720,Man,1000,0.8218082803730352,0.981265251065744
382,784703,Woman,125,0.5580695006520012,0.25993683581407595
383,451449,Woman,1000,0.04095853606529921,0.07022099566630823
384,143644,Man,1000,0.6317113205446322,0.9993944602658876
385,372224,Man,1000,0.29699149301934014,0.12466134662683814
386,472239,Woman,250,0.13916389379610705,4.663836815331932
387,633872,Woman,250,0.6806328385623331,0.8139395658896611
388,819220,Man,1000,0.7719971248898808,0.7372681535012937
389,653144,Man,125,0.6913756086332293,0.6430509670912276
390,268772,Woman,250,0.5514651699059615,0.5544107424914612
391,653002,Man,1000,0.5769336536960087,0.681887059788148
392,550431,Woman,1000,0.420580233252007,1.2045779712606342
393,412775,Woman,1000,0.6553218196216309,0.9575457602877073
394,844864,Man,1000,0.6721835782947577,10.05588564262723
395,188600,Man,1000,0.7123643807637143,0.7074248141282344
396,203884,Woman,125,0.23225703491483643,0.1117152311330136
397,156302,Man,125,0.5602622129650215,0.3444514302100331
398,431687,Man,250,0.6794078805813664,1.2647976678776316
399,897458,Woman,1000,0.3110426760126898,1.0299263800808864
400,811471,Man,125,0.16204062443118042,0.06625145699410735
401,466628,Woman,250,0.72826366499225,1.0759849034946614
402,217858,Woman,125,0.1543043555636757,0.21460240405335027
403,276990,Man,250,0.7199659182038987,0.6126074774961197
404,211019,Man,1000,0.4994012193162221,0.4988450858489976
405,210914,Man,1000,0.8055270866213171,0.523321973334775
406,747246,Man,125,0.6056273328480622,0.3427222680587339
407,778127,Man,1000,0.7322810198112988,0.8041570606070015
408,564113,Man,1000,0.7530658913133192,1.3688107326071868
409,721701,Man,125,0.5630070158888718,0.4745052006250536
410,138760,Man,250,0.4629348414777738,0.2913174500920839
411,761728,Woman,125,0.0104530216539796,0.004895880884969771
412,160323,Man,1000,0.47820083946931025,0.21403094330719563
413,219566,Man,250,0.683758319433867,1.1053645332162652
414,510524,Man,1000,0.33542032472963623,0.5051313621828212
415,970619,Woman,250,0.6504064412822073,0.6143350687419181
416,394603,Man,1000,0.6852783568001172,0.803610449581998
417,757697,Woman,1000,0.4971809504326072,0.2753326430680839
418,508587,Man,125,0.6174423320769709,0.3564312992595496
419,351649,Woman,250,0.7171422657211103,0.5792483599404226
