,subjID,duration,block,slope,intercept,avg_estim,age,gender
0,710814,250,1,0.18419343647633157,0.36986896346259,0.9112825458052071,44,Man
1,710814,500,1,0.28214945886265413,0.029597601122789974,0.8781449986850177,44,Man
2,710814,750,1,0.20315516056237232,0.2021867029665222,0.8353423336547731,44,Man
3,710814,1000,1,0.30780997690791506,-0.008110129207584582,0.8960945033751203,44,Man
4,710814,250,2,0.14983953445238862,0.6856575344339033,1.1391031822565088,44,Man
5,710814,500,2,0.40120144417906356,-0.24604535077446887,0.8748312439729988,44,Man
6,710814,750,2,0.3564147607889253,0.10942914236819279,1.199855351976856,44,Man
7,710814,1000,2,0.3161722623799655,0.0650758070106876,1.0327868852459012,44,Man
8,710814,250,3,0.009609465955192423,0.8213073895234975,0.8505303760848598,44,Man
9,710814,500,3,0.18386682557693365,0.5304635007253088,1.0935390549662485,44,Man
10,710814,750,3,0.04590979258982642,0.67365754680961,0.8049662487945995,44,Man
11,710814,1000,3,0.1876002112534375,0.5644839771812569,1.1542912246865955,44,Man
12,710814,250,4,0.48091213333345073,-0.39097658661744705,1.0935390549662485,44,Man
13,710814,500,4,0.3227379675640687,0.00620386147911145,1.0024108003857277,44,Man
14,710814,750,4,0.20538992129046646,0.5588014298077825,1.1846673095467692,44,Man
15,710814,1000,4,0.46058658901236327,-0.3357340956806687,1.0175988428158147,44,Man
16,665311,250,1,0.01651197721734582,0.9052449994058225,0.954356435643564,25,Man
17,665311,500,1,-0.11760489531630573,1.3036573394515472,0.9605940594059402,25,Man
18,665311,750,1,0.10417355517264923,0.5325778965015038,0.8358415841584156,25,Man
19,665311,1000,1,-0.00751120424704643,0.8961021700608031,0.8732673267326728,25,Man
20,665311,250,2,0.16645074959291548,0.5687666332918517,1.085346534653465,25,Man
21,665311,500,2,0.14975166373877546,0.6242861206123982,1.0853465346534648,25,Man
22,665311,750,2,-0.029721551914840688,1.012341685963543,0.9254365436543651,25,Man
23,665311,1000,2,0.16055760991443152,0.9000757544008086,1.3622970297029697,25,Man
24,665311,250,3,0.05869987301647354,0.8218614830577604,0.9980198019801975,25,Man
25,665311,500,3,0.09911154564393496,0.5388369007622458,0.8483168316831678,25,Man
26,665311,750,3,0.16535731815861276,0.5585227557375102,1.0728712871287125,25,Man
27,665311,1000,3,0.2603096034802675,0.3149677652950088,1.0978217821782175,25,Man
28,665311,250,4,0.010515701156270884,0.9664399829966765,0.9980198019801976,25,Man
29,665311,500,4,0.17746818467499173,0.481674983085025,1.01049504950495,25,Man
30,665311,750,4,0.03069480969094881,0.8157035043918758,0.9106930693069302,25,Man
31,665311,1000,4,0.10639995544269547,0.7008132513557008,1.0354455445544548,25,Man
32,401808,250,1,0.4821399578809409,-0.3882020876833028,1.06950424406446,36,Man
33,401808,500,1,0.39455048423743816,-0.19008772466874313,1.0462541518021893,36,Man
34,401808,750,1,0.5533754673551665,-0.6209707811068608,1.0549729364005407,36,Man
35,401808,1000,1,0.3708340487546443,-0.11622318580872548,0.9532537827531058,36,Man
36,401808,250,2,0.33119340173030765,-0.12004707285423455,0.8951285520974287,36,Man
37,401808,500,2,0.48521364029603836,-0.3847738682287114,1.054972936400541,36,Man
38,401808,750,2,0.4359201068413643,-0.230828598699512,1.1082543978349115,36,Man
39,401808,1000,2,0.5180698292096664,-0.5198800785562061,1.0443166441136666,36,Man
40,401808,250,3,0.207415666019559,0.43943269065494894,1.065629228687415,36,Man
41,401808,500,3,0.22322678862353118,0.21507744167203324,0.8951285520974285,36,Man
42,401808,750,3,0.3134188740437625,0.030719550331662515,0.9484100135317992,36,Man
43,401808,1000,3,0.4021404627618396,-0.18671114371340702,1.0549729364005407,36,Man
44,401808,250,4,0.3248106843178889,0.01862487132105295,1.00169147496617,36,Man
45,401808,500,4,0.35287603329673467,-0.17615826394243672,0.8631596752368061,36,Man
46,401808,750,4,0.2683556634793189,0.10571292331575388,0.927097428958051,36,Man
47,401808,1000,4,0.37541725354834693,-0.1233012393988302,1.0230040595399184,36,Man
48,811430,250,1,0.1700972019018075,0.607171527508016,1.1060240963855419,26,Woman
49,811430,500,1,0.4086341161084792,-0.17338106654738494,1.0411646586345378,26,Woman
50,811430,750,1,0.22549559924729853,0.14881324081647274,0.8378970427163197,26,Woman
51,811430,1000,1,0.3994577092311037,-0.2829447734249647,0.9387550200803211,26,Woman
52,811430,250,2,0.2674706462297775,0.32589890730944016,1.0923694779116462,26,Woman
53,811430,500,2,0.3921577354222168,-0.16702382444389618,0.9728915662650599,26,Woman
54,811430,750,2,0.2520045347781907,0.2528627573258885,1.0240963855421683,26,Woman
55,811430,1000,2,0.290677164642874,-0.041648095495824045,0.8192771084337348,26,Woman
56,811430,250,3,0.26448942010920984,0.32062836160768515,1.1094377510040159,26,Woman
57,811430,500,3,0.29033636040556626,0.054703911912264536,0.9558232931726905,26,Woman
58,811430,750,3,0.30209862847257224,0.05544950020099082,0.97289156626506,26,Woman
59,811430,1000,3,0.2215623092046446,0.30710198163248925,1.0054764512595837,26,Woman
60,811430,250,4,0.22860981315929849,0.3736059372254893,1.0923694779116462,26,Woman
61,811430,500,4,0.3139529072035085,0.03644269983015236,1.0070281124497988,26,Woman
62,811430,750,4,0.2841044019848153,0.09486857832453977,0.9558232931726905,26,Woman
63,811430,1000,4,0.43638583394563296,-0.280159277419991,1.079956188389923,26,Woman
64,614349,250,1,0.19452032707758543,0.1357498044425115,0.7020254932774574,55,Man
65,614349,500,1,0.33110766078536735,-0.2346727713307165,0.7836563645887896,55,Man
