,subjID,duration,slope,intercept,age,gender
113,254639,1000,0.41725658829366774,0.49051885821945973,67,Man
114,939289,1000,0.02368980357632105,1.1054799869911034,35,Woman
115,452742,250,0.5421222597510758,0.4658754534079901,29,Woman
116,164641,125,0.7878606588576196,0.06933768290414433,31,Woman
117,645596,1000,0.13930750306490472,1.0586388058434828,30,Woman
118,783411,1000,0.18813084253437926,0.21322494260101277,34,Woman
119,318941,1000,1.2945746105598026,-1.1709912803674807,54,Woman
120,556273,125,0.6506855557506636,0.5116072158944007,29,Man
121,159726,125,0.6290568566771052,0.32714186331974227,39,Man
122,771837,250,0.6375495192920164,-0.18198998809185052,33,Man
123,566684,1000,0.6139113397249978,3.2681240817446895,53,Woman
124,595982,1000,2.5502297516985024,5.182310783014984,42,Man
125,960825,250,0.5019085640855349,-0.36830292782858187,25,Man
126,161929,250,0.33070621886626334,0.12222748653036297,40,Man
127,749493,250,0.7471663177553918,-0.13673221862265938,42,Woman
128,507787,1000,0.6409577159692361,0.4973806147170292,34,Woman
129,524614,125,1.8587235353002607,18.736863075408664,40,Woman
130,738672,1000,0.912628819542518,0.1335603842112465,31,Man
131,369799,1000,0.21680942166112754,0.5948459312958688,39,Woman
132,468789,1000,0.9669388239924451,0.1502110338383873,45,Man
133,666266,125,0.4190838404601981,0.18345490210865867,29,Woman
134,963837,250,0.43851101601528036,0.5753478807180408,29,Man
135,999948,1000,0.7325474969257245,5.734909810710357,27,Man
136,467363,125,0.4543432701195434,1.1677988059433377,23,Woman
137,208096,1000,0.6838458737491133,-0.42452479408855837,34,Man
138,284099,1000,0.2818749244735373,1.11423979421052,25,Man
139,540886,250,0.9129062382530256,-0.6848041387264328,38,Man
140,140433,250,0.5270274957638108,0.5809454733099493,27,Man
141,455617,250,0.34202577451317284,4.504594911478985,35,Woman
142,487132,250,0.3442027844277811,0.2856395295389842,61,Woman
143,420492,250,0.10421803225207521,0.7437349615131635,21,Woman
144,699454,1000,1.010490494949729,-0.46295106190734314,39,Man
145,393442,250,0.9919921218016866,0.21744038671967525,40,Woman
146,421425,250,0.6764799709592365,0.442974630030585,43,Woman
147,526603,1000,-0.04351814952286163,1.611635185847146,25,Man
148,772911,1000,0.7375153745078,-0.22187072878678915,35,Woman
149,950018,125,0.25108374877391776,0.43813795414274037,25,Man
150,685556,125,0.5643437088217592,1.4984138588800497,53,Man
151,701762,125,0.37310377337719935,0.5982309028422657,53,Man
152,273184,1000,0.42480600514851247,-0.0704339986213336,39,Man
153,831052,250,0.746312191380102,-0.6586381400092012,41,Man
154,799376,250,0.028989966094020422,0.32665416808632064,55,Woman
155,852146,125,0.47608364316244245,1.752081098983516,51,Man
156,543732,125,0.20032625514039698,1.2133313165180226,46,Man
157,266410,1000,0.4775895344612172,-0.001054352218639698,38,Woman
158,497238,1000,0.5786079382983674,0.05668890801469151,55,Woman
159,975399,1000,0.18889684978275734,1.344035780510374,25,Man
160,768943,125,0.5080352225832421,0.184338879454508,24,Man
161,316277,1000,0.4363467125729897,3.614212536050063,48,Woman
162,174966,125,-0.018831408272461235,2.5541977383616383,25,Man
163,163970,1000,0.638978129959282,0.48450023008571064,34,Woman
164,477954,125,0.46061999127960707,0.30950599889480146,43,Man
165,649317,250,0.2457932262038517,3.5754182686044262,1989,Man
166,915937,1000,0.5690449538344328,-0.041358272403511975,35,Woman
167,617145,250,0.03521739723667759,1.0193728079020872,52,Man
168,270708,1000,0.7594219566720166,-0.5598717726798013,40,Man
169,181744,125,0.48646669120284114,4.391515406491461,32,Man
170,901241,250,1.1710873552603696,-0.6311750365565181,30,Man
171,242858,1000,0.9763809506530663,0.49430162761816865,30,Man
172,816125,250,0.18570692120363108,3.3962744579419297,61,Woman
173,233432,250,0.49033437647083594,4.725192606854343,40,Woman
174,100413,1000,0.5834013849736833,-0.1885792441784917,40,Man
175,117386,250,0.8535622762414133,8.811441208064046,42,Woman
176,169393,250,1.12809219944818,-0.6164592486818132,49,Man
177,791774,1000,0.0841679320741562,0.1612844241988065,1957,Woman
178,595060,250,0.9301832488114223,-0.00026248028117148436,31,Man
179,789991,250,0.10321506737656687,0.8894659375650665,31,Man
180,916587,1000,0.08625313424719776,2.9574617905505622,29,Man
181,885691,1000,0.6084566122092308,-0.4163294535301776,43,Man
182,746535,250,0.4648753901646972,0.3272455480231895,47,Man
183,272000,125,0.6588308395806886,0.10537818652776121,38,Man
184,112343,125,0.42559024162724446,0.3198057243689365,27,Man
185,436991,125,0.4189231689120769,3.811077002018999,62,Woman
186,357674,125,0.12386836553473271,0.4897742204180953,55,Woman
187,952014,1000,0.9209051624451953,-0.5498811541328785,41,Man
188,556086,1000,1.069103236899681,0.22892396502266044,40,Woman
189,262362,1000,0.5231928141530151,-0.1309608164571423,48,Woman
190,315058,125,0.9650554358959879,0.32694253724438216,44,Woman
191,912877,125,0.4544241795725046,1.2120786405298212,42,Woman
192,524214,250,0.29707736811402385,0.3385726255866217,50,Woman
193,349357,1000,0.418335059476826,0.21879421627914764,36,Man
194,433557,1000,-0.03674099754343043,1.4879311800178663,30,Woman
195,119299,125,0.3024499366108924,0.6032114716842548,34,Man
196,515034,125,0.3922463902440752,0.42777026318099964,25,trangender woman
197,935908,1000,0.37197916637904194,0.26248722573555594,26,Man
198,140264,125,0.34564385856325325,0.7397714945915856,64,Man
199,235277,1000,7.561638757058141,13.436510350401146,35,Man
200,348412,250,-0.04938681791703006,2.2947333682584454,49,Woman
201,511491,125,0.8628881631452153,0.29774378827813086,39,Woman
202,423827,125,1.6564293939900574,7.607745732147529,35,Man
203,836332,125,0.6378154710529161,0.1217077076065538,35,Woman
204,358457,125,0.597780458554298,0.17531451148620092,49,Prefer not to answer
205,148823,250,1.0775730328576179,-0.8121601031228312,31,Woman
206,687918,250,0.7194763508980732,0.31541359908198396,51,Woman
207,525452,125,0.32956954304390346,0.7442637209614493,43,Woman
208,651003,250,0.6557990259440091,0.8746999779820941,42,Man
209,804185,250,-0.1797671222913655,2.7192570953550033,25,Man
210,551274,125,0.26582987644212625,1.1824861062810241,34,Man
211,165862,250,0.060821769133447126,4.214975414547553,57,Woman
212,222568,125,0.350325549931699,0.9278092283821531,29,Woman
213,110620,125,0.5674791887212762,0.7714073312171799,44,Man
214,745763,125,0.1537879608844103,1.1479712559792214,40,Woman
215,173362,125,2.674803193686369,-0.7081569801332783,44,Woman
216,175150,250,0.9323148265527806,-0.13464815637984495,49,Man
217,254724,125,1.0049656221763645,-1.1214637643109049,29,Woman
218,614634,1000,0.4172467314565556,-0.008929654120675146,31,Woman
219,139519,125,0.2444121892181516,2.3725921537557197,26,Woman
220,128077,250,1.2116117142275598,3.448787234869621,49,Woman
221,169549,1000,1.370070046576026,1.6065030228504469,32,Man
222,535559,250,0.5761038261805025,0.18085621561327314,37,Man
223,742095,125,0.2977444836762754,0.7382524029755818,41,Man
224,824172,1000,0.11168909551467261,0.6352103579580177,51,Man
225,316003,250,0.6142281327339325,0.008973467347048514,55,Man
226,998271,125,0.42597079107074226,0.08331370040055819,33,Man
227,106816,1000,1.4965979936814806,1.1441474103427476,59,Woman
228,167368,250,0.25455148587145954,0.33007597272640354,35,Woman
229,200140,250,0.36461252255431603,0.5327542955157258,30,Man
230,122388,250,0.47280413334553034,0.5740132338636152,50,Woman
231,170213,125,0.3709279654916914,0.40729219355597257,52,Woman
232,258888,250,0.19302016504031677,0.4503859621812982,63,Man
233,404045,1000,0.7047442281810158,1.7441763146279556,35,Woman
234,790950,250,0.6439949086124555,-0.4331387282906274,47,Man
235,794028,250,0.16656972179132903,1.1474606181913942,34,Woman
236,920142,1000,3.504784205100016,20.618262100780516,31,Man
237,309304,1000,0.42548344573257313,-0.20922980948329517,30,Woman
238,941180,1000,0.21798091615133927,0.6955339650189838,25,Woman
239,791313,125,0.43448529123370805,0.2731582395793437,28,Woman
240,152479,125,0.5066432659996397,1.2438960658929474,63,Woman
241,579384,250,0.6588315487635261,0.12747542332022732,20,Woman
242,998924,250,0.4424660545027674,0.29333376534935907,32,Man
243,891274,1000,1.2314995967549842,-0.26859678316977487,27,Man
244,834029,250,0.7182012199080071,-0.2524383103990795,57,Man
245,601933,250,0.4990173035548622,0.4582454132141649,29,Man
246,780015,1000,-0.049150549729371475,7.753863979306213,35,Man
247,719580,1000,0.7522547911662197,0.20631699157028516,39,Man
248,867654,250,0.1710002037630747,0.5351198211375756,31,Woman
249,720390,1000,1.2727181843784152,-0.9238492439969832,36,Non-binary
250,535394,250,0.6200600480994454,0.2572471485643013,34,Man
251,923742,250,1.1253662604498849,0.7005807102945982,55,Man
252,353390,250,0.22025567430347703,1.3251544226346796,25,Man
253,705040,250,0.439928811588742,0.14969007081380048,38,Man
254,395277,1000,0.22738410502810086,1.320966999918365,25,Woman
255,264704,250,4.774473013711312,10.798808563787855,25,Man
256,688959,125,0.30374260555638205,0.7603624845675541,36,Woman
257,586157,250,0.10087142900634849,0.6022523020615891,49,Woman
258,731193,250,0.7014453550903943,1.9964491054338769,31,Woman
259,372273,250,0.13419038903972955,0.7117746422577544,35,Man
260,792964,250,-0.06398549097761594,0.7808533878223274,40,Woman
261,624957,1000,0.6221321106096747,0.6304397589284805,56,Man
262,444850,125,0.5483902321596594,0.7123423754533149,30,Man
263,577833,125,0.2567294214967022,0.3741143336249446,29,Man
264,609937,125,2.203564110302559,51.65298476358638,35,Man
265,388057,125,0.9787993387954853,-0.40044350934056583,37,Man
266,705085,250,0.9229809757888353,-0.4537396396530857,45,Man
267,463515,250,0.19782459784102918,0.5305788683446604,33,Woman
268,591707,125,0.27486497660006587,0.5574789700629318,41,Man
269,730031,125,0.40465876542803036,0.4681849799076625,32,Man
270,882830,125,0.6596477450372276,0.21987939164840453,62,Man
271,945021,1000,0.7112890553048571,-0.5046666300697455,4,Woman
272,387949,250,0.9295509894733572,0.08805564562788604,40,Man
273,599523,1000,0.6776806588028117,0.09679130242749334,47,Man
274,255144,250,0.41699815604346463,3.5553576700333314,55,Woman
275,418362,1000,0.9971569386123112,-0.18386367291751338,40,Woman
276,957163,1000,0.9882502173191842,-0.009486039538656676,67,Man
277,295369,125,0.7740449183941325,-0.5028285298395452,31,Woman
278,192889,125,0.19229841232884098,0.27924381866767567,46,Man
279,617019,250,0.4677349611073834,0.9480270409429359,36,Man
280,201434,250,0.24206487618609568,0.17178357830483848,32,Man
281,254427,1000,0.6444688884947939,0.6206473975612161,58,Man
282,467485,250,0.45413387076027145,0.2703702604959941,34,Man
283,975880,1000,0.20285090062814173,2.18557687730546,26,Woman
284,623005,125,0.23293164908577405,2.5014560564413757,43,Man
285,314409,1000,0.8362974790849333,0.07152058420206142,40,Man
286,532442,125,0.42607466270327504,0.06923031870279273,32,Woman
287,613671,1000,0.6890936253388399,0.05110134075333983,38,Woman
288,631785,250,0.6801489058655927,-0.3616682892117249,47,Man
289,163803,125,5.614458692363538,27.988252459067812,35,Man
290,747439,1000,-2.0153868051574833,17.524258031271053,36,Man
291,949975,125,0.5004231461438339,0.6067608838258338,36,Man
292,954862,1000,0.18982610303996936,0.3603256511274624,25,Woman
293,977705,125,0.44564820555583534,0.4310468323186478,61,Woman
294,992557,250,0.41477395386371346,0.15301238164280528,34,Woman
295,186345,250,0.5352763618476414,5.9107358017261395,34,Woman
296,303730,250,0.21332477812082468,0.4010873543407807,43,Woman
297,290930,250,0.8955435039192436,0.24296721742742733,52,Man
298,387128,125,0.2886592600767853,4.995328327537117,25,Man
299,276028,125,0.920444691848111,1.3348915956775067,33,Man
300,276191,1000,0.18463205284336476,0.2393840623351482,26,Woman
301,285682,1000,0.6113114352308926,0.06285878333264461,39,Woman
302,133305,1000,0.8118955060880122,-0.3001939137007361,29,Woman
303,832487,125,5.697790001508413,25.06857880624197,39,Woman
304,680693,125,0.35530033117449333,0.150220224997611,34,Man
305,557139,1000,0.2379783110083425,1.2408929571019534,25,Woman
306,390494,250,0.4736037862502107,-0.03343298581004572,24,Man
307,476246,1000,0.6241302358981603,0.044816961502192054,54,Woman
308,692331,125,0.7992633226648435,-0.28748720648633963,52,Man
309,952931,250,0.2754771185294313,0.8849776717222407,39,Man
310,337468,250,0.6707020364707721,-0.45133023938149797,25,Woman
311,288106,125,0.39281980149752305,0.4312532580058279,59,Man
312,133074,1000,0.17193167864064887,0.9277511753150497,30,Woman
313,636715,1000,0.8580739667823372,0.3651331733019596,28,Man
314,821848,1000,0.9278125222642852,-0.584953506884784,41,Man
315,807165,250,0.35889004084890447,0.4435159739357246,34,Man
316,723939,1000,0.6231707442537068,3.0701298723922488,59,Man
317,564366,125,0.09930783051668647,0.7899573132020965,46,Woman
318,391366,1000,0.8388570246513158,-0.7521286467748249,33,Man
319,124747,250,0.32941472331728416,0.5819403515330288,49,Woman
320,177257,1000,0.7213294229191406,0.21553144114331557,41,Man
321,542545,250,0.34266702531870086,0.25299850948523894,30,Man
322,559550,125,0.33383277115214544,0.3437945019530222,66,Woman
323,240861,125,0.2979405665239976,0.8895439825807198,25,Man
324,835457,1000,0.7512053303181723,-0.3585332060545299,26,Man
325,478211,125,0.5707415363335019,0.5523002272891246,35,Man
326,832128,1000,0.23703994839534456,1.2867300935856,25,Man
327,127930,250,2.3901048444293242,18.925501735957273,44,Woman
328,910402,250,0.3657426428720028,0.11003151482199391,49,Man
329,322668,250,0.44738861775006483,0.36359897424725673,36,Man
330,654696,1000,0.427532044230985,-0.13361547261966256,35,Woman
331,216496,250,0.3839315486734129,0.09832933224232687,32,Woman
332,711683,125,0.09054942532068487,0.74525602673682,37,Woman
333,946957,1000,0.6287654931234247,-0.21251898949022974,50,Man
334,583164,1000,0.9948279546724574,-0.15668517358027767,64,Woman
335,795170,1000,0.5537359925155193,0.03271930544347201,24,Woman
336,550865,250,0.21409503575075178,0.5663612049515698,30,Man
337,215737,250,0.13398120958131973,7.666906079772839,38,Man
338,626414,250,1.2426397155429485,3.0845463632631382,36,Man
339,549496,250,1.6257023672393769,-1.3791238414671723,29,Woman
340,531629,1000,0.8727397025632235,0.10094397282738043,43,Man
341,821343,250,0.4399263319929344,0.7285906005592564,62,Woman
342,327567,1000,1.4627392823712635,-0.964120489355905,40,Woman
343,718026,1000,0.12477161118617233,0.9716168813165307,30,Woman
344,893709,250,0.5169847370285595,0.5608442949199133,32,Woman
345,218627,1000,0.32925139224688643,2.077853907891063,56,Woman
346,368455,125,0.21421069121720812,0.4991330656453016,30,Woman
347,334008,250,-0.057510997124097886,17.73456139895947,38,Man
348,290567,1000,0.13452597453546813,0.9897326636451352,30,Woman
349,388779,1000,0.05887342992931406,0.8574894889499772,56,Man
350,340061,250,0.2158690184671406,1.6074648512597975,35,Woman
351,674659,250,0.11623327895657172,0.6953079059393938,50,Man
352,753290,125,0.3089866936148324,0.31585246050988836,42,Man
353,823453,1000,1.3435108293440299,-0.9862687595306916,54,Man
354,339164,250,3.0991690389304547,9.220071431657082,50,Woman
355,825814,125,0.02435633861467424,0.4471964400128699,56,Man
356,325753,250,1.0142358138032714,-0.33620354314865386,28,Man
357,686833,250,0.7193637409366334,-0.12976933075651864,40,Man
358,702027,250,0.6645877264626572,-0.05647813317785433,38,Man
359,960695,1000,0.4278022953844168,0.5785884736606621,1992,Woman
360,141514,125,0.2640454977576844,0.6335563326321018,60,Woman
361,399093,125,0.6052910719112629,0.28350252418992405,26,Man
362,565053,1000,0.2520355244088563,0.5940728379256689,45,Man
363,580746,125,0.6248218210487594,0.3604566405820584,42,Man
364,577264,1000,0.16607785588090226,2.1165377678033717,1972,Woman
365,987921,125,0.5398408223696536,0.6259004000084498,38,Woman
366,321432,250,1.1476285003069695,2.0662843358347973,48,Woman
367,749139,250,0.6680194815329076,0.6111195401678602,46,Man
368,845928,125,4.709748021351922,40.381536375989114,1964,Woman
369,320163,125,0.4483550467394566,4.2683309059627925,48,Man
370,695213,125,1.1896097504266878,0.6176820373387613,50,Woman
371,844666,250,0.16456132127496262,0.4948653797591547,20,Woman
372,733956,125,0.4253202357196132,0.28328626316041117,36,Man
373,842446,125,0.5711202866309684,-0.05445837431570033,24,Man
374,562953,1000,0.6530503558820148,-0.23382373175614712,37,Man
375,862035,250,0.3960439765977226,0.3891813222269165,58,Woman
376,645407,250,0.12221215314093226,3.7514863763413695,43,Man
377,558829,250,0.9124625620102395,-0.4219068307738669,42,Woman
378,449930,125,0.6676206302823249,-0.03186513760218146,54,Woman
379,622431,1000,0.5845900382722012,0.22747688555563372,59,Man
380,779285,1000,0.9107591599334045,-0.20504745012677317,41,Woman
381,215322,250,-0.6675876411775217,23.077941928797294,31,Man
382,119263,1000,0.6901437065674965,0.4971283060803482,29,Man
383,273030,250,0.589374499295804,-0.3192101687024096,44,Man
384,859627,125,0.4267485318877637,5.232254146735608,25,Woman
385,102409,125,0.3630502947183795,0.15836076899646656,30,Man
386,868605,125,0.308063443288416,0.6778456171685122,26,Woman
387,734116,250,0.6648388179898074,-0.12147168510291007,34,Woman
388,209931,250,0.5713184112803488,-0.03209027212998117,29,Man
389,852736,250,1.343883921095334,3.8687365091038997,32,Man
390,503582,125,0.3865541500273161,0.07133476253757842,36,Man
391,636815,1000,0.9882672883179862,0.340167024444467,35,Man
392,234579,125,0.26727034004739225,0.6861871567427583,42,Man
393,344034,125,0.4212461675298182,0.29448501441677544,23,Woman
394,709749,125,0.10127737518242426,0.8727186101819211,43,Woman
395,442112,1000,0.8117950459544169,0.9922638258595042,43,Woman
396,664589,1000,1.0531118027563793,-0.16257434556238026,55,Man
397,315674,125,0.13721579805761502,0.774247589134148,30,Woman
398,361293,250,0.5886314478116065,-0.21810191132393153,34,Woman
399,756430,250,0.7789352771687277,-0.2316969880929376,49,Woman
400,511757,125,0.6331084802380544,0.004289046659150086,30,Man
401,417131,125,0.24464757047612115,0.592182563372052,36,Man
402,802331,1000,0.6368197795016696,0.6497685330984528,33,Man
403,751099,125,0.7080875598735034,0.2945254171213274,36,Man
404,903206,250,0.24250518342970911,0.8150137424798272,38,Man
405,210230,1000,0.8947353005590336,-0.2948390068147475,42,Woman
406,850602,125,0.6331506694739722,0.30722436503570094,50,Woman
407,789514,125,1.3241412539045854,-0.3842284547619541,33,Man
408,286959,125,0.6154068066211311,0.18516553949715941,43,Woman
409,961832,250,1.0330937363458303,-0.2108105700095333,32,Woman
410,710702,250,0.14643638429154937,1.0929530824961848,32,Man
411,237101,250,0.9967767976038266,-0.37763507544320074,45,Man
412,373718,1000,0.3682527324425417,0.2581342498087089,22,Man
413,230527,250,0.7074703634163222,-0.137742962043629,32,Woman
414,541690,250,0.7667412849657801,-0.002337548597297179,52,Woman
415,666530,1000,0.060572788879466384,4.9770115421250605,37,Man
416,989871,125,0.4217525483873673,0.5353359283117758,30,Man
417,116060,1000,0.39576050904181814,-0.02471235523889148,58,Woman
418,164563,1000,0.5785763136734473,0.5635065919506215,28,Woman
419,860430,1000,0.15441675635190558,0.582091194819782,28,Man
420,676503,1000,0.6575321561550956,-0.47686117329408706,47,Woman
421,692818,125,0.08507168725845489,0.4648961385336099,48,Man
422,181626,125,0.29822950520926295,0.704632289237881,30,Woman
423,443302,125,0.6381847861458683,0.021624951077829024,41,Man
424,894122,1000,0.7083241226331808,-0.321297740478822,63,Woman
425,656720,1000,0.981265251065744,-0.4596425261498176,35,Man
426,784703,125,0.25993683581407595,0.1684493442754157,30,Woman
427,451449,1000,0.07022099566630823,4.996862258770675,31,Woman
428,143644,1000,0.9993944602658876,-0.7107596843258412,33,Man
429,372224,1000,0.12466134662683814,0.40958026392610347,25,Man
430,472239,250,4.663836815331932,5.678277040103946,30,Woman
431,633872,250,0.8139395658896611,0.06655524214616593,67,Woman
432,819220,1000,0.7372681535012937,-0.08428569114936169,22,Man
433,653144,125,0.6430509670912276,0.5341036678286473,59,Man
434,268772,250,0.5544107424914612,0.71898072798313,40,Woman
435,653002,1000,0.681887059788148,0.07586446560379079,43,Man
436,550431,1000,1.2045779712606344,0.853149797952172,42,Woman
437,412775,1000,0.9575457602877073,-0.3360918581373462,37,Woman
438,828740,125,0.7071889495722399,-0.033922348997500684,37,Woman
439,844864,1000,10.05588564262723,33.682134060053045,1968,Man
440,203884,125,0.1117152311330136,1.0140050985536018,56,Woman
441,156302,125,0.3444514302100331,0.32499850479206005,40,Man
442,431687,250,1.2647976678776316,-0.9195466499670282,29,Man
443,652132,1000,0.07194604284812127,0.951636140134442,28,Man
444,897458,1000,1.0299263800808867,-0.35640334585749933,42,Woman
445,811471,125,0.06625145699410735,0.8118046613856282,61,Man
446,466628,250,1.0759849034946616,0.3900506185681567,36,Woman
447,217858,125,0.2146024040533503,0.4929237887569873,37,Woman
448,276990,250,0.6126074774961194,0.10767810902635588,35,Man
449,211019,1000,0.49884508584899745,0.07931587509307403,50,Man
450,210914,1000,0.5233219733347749,0.26783316979569816,28,Man
451,747246,125,0.34272226805873396,0.09868081062449963,31,Man
